x ellipse_upper ellipse_lower parabola hyperbola_positive hyperbola_negative
-3.500000 1.785357 -1.785357 -0.040000 -0.571429 0.571429
-3.480000 1.795104 -1.795104 -0.062336 -0.574713 0.574713
-3.460000 1.804744 -1.804744 -0.084544 -0.578035 0.578035
-3.440000 1.814277 -1.814277 -0.106624 -0.581395 0.581395
-3.420000 1.823705 -1.823705 -0.128576 -0.584795 0.584795
-3.400000 1.833030 -1.833030 -0.150400 -0.588235 0.588235
-3.380000 1.842254 -1.842254 -0.172096 -0.591716 0.591716
-3.360000 1.851378 -1.851378 -0.193664 -0.595238 0.595238
-3.340000 1.860403 -1.860403 -0.215104 -0.598802 0.598802
-3.320000 1.869331 -1.869331 -0.236416 -0.602410 0.602410
-3.300000 1.878164 -1.878164 -0.257600 -0.606061 0.606061
-3.280000 1.886902 -1.886902 -0.278656 -0.609756 0.609756
-3.260000 1.895547 -1.895547 -0.299584 -0.613497 0.613497
-3.240000 1.904101 -1.904101 -0.320384 -0.617284 0.617284
-3.220000 1.912564 -1.912564 -0.341056 -0.621118 0.621118
-3.200000 1.920937 -1.920937 -0.361600 -0.625000 0.625000
-3.180000 1.929223 -1.929223 -0.382016 -0.628931 0.628931
-3.160000 1.937421 -1.937421 -0.402304 -0.632911 0.632911
-3.140000 1.945533 -1.945533 -0.422464 -0.636943 0.636943
-3.120000 1.953561 -1.953561 -0.442496 -0.641026 0.641026
-3.100000 1.961505 -1.961505 -0.462400 -0.645161 0.645161
-3.080000 1.969365 -1.969365 -0.482176 -0.649351 0.649351
-3.060000 1.977144 -1.977144 -0.501824 -0.653595 0.653595
-3.040000 1.984843 -1.984843 -0.521344 -0.657895 0.657895
-3.020000 1.992461 -1.992461 -0.540736 -0.662252 0.662252
-3.000000 2.000000 -2.000000 -0.560000 -0.666667 0.666667
-2.980000 2.007461 -2.007461 -0.579136 -0.671141 0.671141
-2.960000 2.014845 -2.014845 -0.598144 -0.675676 0.675676
-2.940000 2.022152 -2.022152 -0.617024 -0.680272 0.680272
-2.920000 2.029384 -2.029384 -0.635776 -0.684932 0.684932
-2.900000 2.036541 -2.036541 -0.654400 -0.689655 0.689655
-2.880000 2.043624 -2.043624 -0.672896 -0.694444 0.694444
-2.860000 2.050634 -2.050634 -0.691264 -0.699301 0.699301
-2.840000 2.057571 -2.057571 -0.709504 -0.704225 0.704225
-2.820000 2.064437 -2.064437 -0.727616 -0.709220 0.709220
-2.800000 2.071232 -2.071232 -0.745600 -0.714286 0.714286
-2.780000 2.077956 -2.077956 -0.763456 -0.719424 0.719424
-2.760000 2.084610 -2.084610 -0.781184 -0.724638 0.724638
-2.740000 2.091196 -2.091196 -0.798784 -0.729927 0.729927
-2.720000 2.097713 -2.097713 -0.816256 -0.735294 0.735294
-2.700000 2.104163 -2.104163 -0.833600 -0.740741 0.740741
-2.680000 2.110545 -2.110545 -0.850816 -0.746269 0.746269
-2.660000 2.116861 -2.116861 -0.867904 -0.751880 0.751880
-2.640000 2.123111 -2.123111 -0.884864 -0.757576 0.757576
-2.620000 2.129296 -2.129296 -0.901696 -0.763359 0.763359
-2.600000 2.135416 -2.135416 -0.918400 -0.769231 0.769231
-2.580000 2.141471 -2.141471 -0.934976 -0.775194 0.775194
-2.560000 2.147464 -2.147464 -0.951424 -0.781250 0.781250
-2.540000 2.153393 -2.153393 -0.967744 -0.787402 0.787402
-2.520000 2.159259 -2.159259 -0.983936 -0.793651 0.793651
-2.500000 2.165064 -2.165064 -1.000000 -0.800000 0.800000
-2.480000 2.170806 -2.170806 -1.015936 -0.806452 0.806452
-2.460000 2.176488 -2.176488 -1.031744 -0.813008 0.813008
-2.440000 2.182109 -2.182109 -1.047424 -0.819672 0.819672
-2.420000 2.187670 -2.187670 -1.062976 -0.826446 0.826446
-2.400000 2.193171 -2.193171 -1.078400 -0.833333 0.833333
-2.380000 2.198613 -2.198613 -1.093696 -0.840336 0.840336
-2.360000 2.203996 -2.203996 -1.108864 -0.847458 0.847458
-2.340000 2.209321 -2.209321 -1.123904 -0.854701 0.854701
-2.320000 2.214588 -2.214588 -1.138816 -0.862069 0.862069
-2.300000 2.219797 -2.219797 -1.153600 -0.869565 0.869565
-2.280000 2.224949 -2.224949 -1.168256 -0.877193 0.877193
-2.260000 2.230045 -2.230045 -1.182784 -0.884956 0.884956
-2.240000 2.235084 -2.235084 -1.197184 -0.892857 0.892857
-2.220000 2.240067 -2.240067 -1.211456 -0.900901 0.900901
-2.200000 2.244994 -2.244994 -1.225600 -0.909091 0.909091
-2.180000 2.249867 -2.249867 -1.239616 -0.917431 0.917431
-2.160000 2.254684 -2.254684 -1.253504 -0.925926 0.925926
-2.140000 2.259447 -2.259447 -1.267264 -0.934579 0.934579
-2.120000 2.264155 -2.264155 -1.280896 -0.943396 0.943396
-2.100000 2.268810 -2.268810 -1.294400 -0.952381 0.952381
-2.080000 2.273412 -2.273412 -1.307776 -0.961538 0.961538
-2.060000 2.277960 -2.277960 -1.321024 -0.970874 0.970874
-2.040000 2.282455 -2.282455 -1.334144 -0.980392 0.980392
-2.020000 2.286897 -2.286897 -1.347136 -0.990099 0.990099
-2.000000 2.291288 -2.291288 -1.360000 -1.000000 1.000000
-1.980000 2.295626 -2.295626 -1.372736 -1.010101 1.010101
-1.960000 2.299913 -2.299913 -1.385344 -1.020408 1.020408
-1.940000 2.304148 -2.304148 -1.397824 -1.030928 1.030928
-1.920000 2.308333 -2.308333 -1.410176 -1.041667 1.041667
-1.900000 2.312466 -2.312466 -1.422400 -1.052632 1.052632
-1.880000 2.316549 -2.316549 -1.434496 -1.063830 1.063830
-1.860000 2.320582 -2.320582 -1.446464 -1.075269 1.075269
-1.840000 2.324564 -2.324564 -1.458304 -1.086957 1.086957
-1.820000 2.328497 -2.328497 -1.470016 -1.098901 1.098901
-1.800000 2.332381 -2.332381 -1.481600 -1.111111 1.111111
-1.780000 2.336215 -2.336215 -1.493056 -1.123596 1.123596
-1.760000 2.340000 -2.340000 -1.504384 -1.136364 1.136364
-1.740000 2.343736 -2.343736 -1.515584 -1.149425 1.149425
-1.720000 2.347424 -2.347424 -1.526656 -1.162791 1.162791
-1.700000 2.351064 -2.351064 -1.537600 -1.176471 1.176471
-1.680000 2.354655 -2.354655 -1.548416 -1.190476 1.190476
-1.660000 2.358198 -2.358198 -1.559104 -1.204819 1.204819
-1.640000 2.361694 -2.361694 -1.569664 -1.219512 1.219512
-1.620000 2.365143 -2.365143 -1.580096 -1.234568 1.234568
-1.600000 2.368544 -2.368544 -1.590400 -1.250000 1.250000
-1.580000 2.371898 -2.371898 -1.600576 -1.265823 1.265823
-1.560000 2.375205 -2.375205 -1.610624 -1.282051 1.282051
-1.540000 2.378466 -2.378466 -1.620544 -1.298701 1.298701
-1.520000 2.381680 -2.381680 -1.630336 -1.315789 1.315789
-1.500000 2.384848 -2.384848 -1.640000 -1.333333 1.333333
-1.480000 2.387970 -2.387970 -1.649536 -1.351351 1.351351
-1.460000 2.391046 -2.391046 -1.658944 -1.369863 1.369863
-1.440000 2.394076 -2.394076 -1.668224 -1.388889 1.388889
-1.420000 2.397061 -2.397061 -1.677376 -1.408451 1.408451
-1.400000 2.400000 -2.400000 -1.686400 -1.428571 1.428571
-1.380000 2.402894 -2.402894 -1.695296 -1.449275 1.449275
-1.360000 2.405743 -2.405743 -1.704064 -1.470588 1.470588
-1.340000 2.408547 -2.408547 -1.712704 -1.492537 1.492537
-1.320000 2.411307 -2.411307 -1.721216 -1.515152 1.515152
-1.300000 2.414022 -2.414022 -1.729600 -1.538462 1.538462
-1.280000 2.416692 -2.416692 -1.737856 -1.562500 1.562500
-1.260000 2.419318 -2.419318 -1.745984 -1.587302 1.587302
-1.240000 2.421900 -2.421900 -1.753984 -1.612903 1.612903
-1.220000 2.424438 -2.424438 -1.761856 -1.639344 1.639344
-1.200000 2.426932 -2.426932 -1.769600 -1.666667 1.666667
-1.180000 2.429383 -2.429383 -1.777216 -1.694915 1.694915
-1.160000 2.431789 -2.431789 -1.784704 -1.724138 1.724138
-1.140000 2.434153 -2.434153 -1.792064 -1.754386 1.754386
-1.120000 2.436473 -2.436473 -1.799296 -1.785714 1.785714
-1.100000 2.438750 -2.438750 -1.806400 -1.818182 1.818182
-1.080000 2.440983 -2.440983 -1.813376 -1.851852 1.851852
-1.060000 2.443174 -2.443174 -1.820224 -1.886792 1.886792
-1.040000 2.445322 -2.445322 -1.826944 -1.923077 1.923077
-1.020000 2.447427 -2.447427 -1.833536 -1.960784 1.960784
-1.000000 2.449490 -2.449490 -1.840000 -2.000000 2.000000
-0.980000 2.451510 -2.451510 -1.846336 -2.040816 2.040816
-0.960000 2.453487 -2.453487 -1.852544 -2.083333 2.083333
-0.940000 2.455423 -2.455423 -1.858624 -2.127660 2.127660
-0.920000 2.457316 -2.457316 -1.864576 -2.173913 2.173913
-0.900000 2.459167 -2.459167 -1.870400 -2.222222 2.222222
-0.880000 2.460975 -2.460975 -1.876096 -2.272727 2.272727
-0.860000 2.462742 -2.462742 -1.881664 -2.325581 2.325581
-0.840000 2.464467 -2.464467 -1.887104 -2.380952 2.380952
-0.820000 2.466151 -2.466151 -1.892416 -2.439024 2.439024
-0.800000 2.467793 -2.467793 -1.897600 -2.500000 2.500000
-0.780000 2.469393 -2.469393 -1.902656 -2.564103 2.564103
-0.760000 2.470951 -2.470951 -1.907584 -2.631579 2.631579
-0.740000 2.472468 -2.472468 -1.912384 -2.702703 2.702703
-0.720000 2.473944 -2.473944 -1.917056 -2.777778 2.777778
-0.700000 2.475379 -2.475379 -1.921600 -2.857143 2.857143
-0.680000 2.476772 -2.476772 -1.926016 -2.941176 2.941176
-0.660000 2.478124 -2.478124 -1.930304 -3.030303 3.030303
-0.640000 2.479435 -2.479435 -1.934464 -3.125000 3.125000
-0.620000 2.480706 -2.480706 -1.938496 -3.225806 3.225806
-0.600000 2.481935 -2.481935 -1.942400 -3.333333 3.333333
-0.580000 2.483123 -2.483123 -1.946176 -3.448276 3.448276
-0.560000 2.484271 -2.484271 -1.949824 -3.571429 3.571429
-0.540000 2.485377 -2.485377 -1.953344 -3.703704 3.703704
-0.520000 2.486443 -2.486443 -1.956736 -3.846154 3.846154
-0.500000 2.487469 -2.487469 -1.960000 -4.000000 4.000000
-0.480000 2.488453 -2.488453 -1.963136 -4.166667 4.166667
-0.460000 2.489398 -2.489398 -1.966144 -4.347826 4.347826
-0.440000 2.490301 -2.490301 -1.969024 -4.545455 4.545455
-0.420000 2.491164 -2.491164 -1.971776 -4.761905 4.761905
-0.400000 2.491987 -2.491987 -1.974400 -5.000000 5.000000
-0.380000 2.492770 -2.492770 -1.976896 -5.263158 5.263158
-0.360000 2.493512 -2.493512 -1.979264 -5.555556 5.555556
-0.340000 2.494213 -2.494213 -1.981504 -5.882353 5.882353
-0.320000 2.494875 -2.494875 -1.983616 -6.250000 6.250000
-0.300000 2.495496 -2.495496 -1.985600 -6.666667 6.666667
-0.280000 2.496077 -2.496077 -1.987456 -7.142857 7.142857
-0.260000 2.496618 -2.496618 -1.989184 -7.692308 7.692308
-0.240000 2.497118 -2.497118 -1.990784 -8.333333 8.333333
-0.220000 2.497579 -2.497579 -1.992256 -9.090909 9.090909
-0.200000 2.497999 -2.497999 -1.993600 -10.000000 10.000000
-0.180000 2.498379 -2.498379 -1.994816 NaN NaN
-0.160000 2.498720 -2.498720 -1.995904 NaN NaN
-0.140000 2.499020 -2.499020 -1.996864 NaN NaN
-0.120000 2.499280 -2.499280 -1.997696 NaN NaN
-0.100000 2.499500 -2.499500 -1.998400 NaN NaN
-0.080000 2.499680 -2.499680 -1.998976 NaN NaN
-0.060000 2.499820 -2.499820 -1.999424 NaN NaN
-0.040000 2.499920 -2.499920 -1.999744 NaN NaN
-0.020000 2.499980 -2.499980 -1.999936 NaN NaN
0.000000 2.500000 -2.500000 -2.000000 NaN NaN
0.020000 2.499980 -2.499980 -1.999936 NaN NaN
0.040000 2.499920 -2.499920 -1.999744 NaN NaN
0.060000 2.499820 -2.499820 -1.999424 NaN NaN
0.080000 2.499680 -2.499680 -1.998976 NaN NaN
0.100000 2.499500 -2.499500 -1.998400 NaN NaN
0.120000 2.499280 -2.499280 -1.997696 NaN NaN
0.140000 2.499020 -2.499020 -1.996864 NaN NaN
0.160000 2.498720 -2.498720 -1.995904 NaN NaN
0.180000 2.498379 -2.498379 -1.994816 NaN NaN
0.200000 2.497999 -2.497999 -1.993600 10.000000 -10.000000
0.220000 2.497579 -2.497579 -1.992256 9.090909 -9.090909
0.240000 2.497118 -2.497118 -1.990784 8.333333 -8.333333
0.260000 2.496618 -2.496618 -1.989184 7.692308 -7.692308
0.280000 2.496077 -2.496077 -1.987456 7.142857 -7.142857
0.300000 2.495496 -2.495496 -1.985600 6.666667 -6.666667
0.320000 2.494875 -2.494875 -1.983616 6.250000 -6.250000
0.340000 2.494213 -2.494213 -1.981504 5.882353 -5.882353
0.360000 2.493512 -2.493512 -1.979264 5.555556 -5.555556
0.380000 2.492770 -2.492770 -1.976896 5.263158 -5.263158
0.400000 2.491987 -2.491987 -1.974400 5.000000 -5.000000
0.420000 2.491164 -2.491164 -1.971776 4.761905 -4.761905
0.440000 2.490301 -2.490301 -1.969024 4.545455 -4.545455
0.460000 2.489398 -2.489398 -1.966144 4.347826 -4.347826
0.480000 2.488453 -2.488453 -1.963136 4.166667 -4.166667
0.500000 2.487469 -2.487469 -1.960000 4.000000 -4.000000
0.520000 2.486443 -2.486443 -1.956736 3.846154 -3.846154
0.540000 2.485377 -2.485377 -1.953344 3.703704 -3.703704
0.560000 2.484271 -2.484271 -1.949824 3.571429 -3.571429
0.580000 2.483123 -2.483123 -1.946176 3.448276 -3.448276
0.600000 2.481935 -2.481935 -1.942400 3.333333 -3.333333
0.620000 2.480706 -2.480706 -1.938496 3.225806 -3.225806
0.640000 2.479435 -2.479435 -1.934464 3.125000 -3.125000
0.660000 2.478124 -2.478124 -1.930304 3.030303 -3.030303
0.680000 2.476772 -2.476772 -1.926016 2.941176 -2.941176
0.700000 2.475379 -2.475379 -1.921600 2.857143 -2.857143
0.720000 2.473944 -2.473944 -1.917056 2.777778 -2.777778
0.740000 2.472468 -2.472468 -1.912384 2.702703 -2.702703
0.760000 2.470951 -2.470951 -1.907584 2.631579 -2.631579
0.780000 2.469393 -2.469393 -1.902656 2.564103 -2.564103
0.800000 2.467793 -2.467793 -1.897600 2.500000 -2.500000
0.820000 2.466151 -2.466151 -1.892416 2.439024 -2.439024
0.840000 2.464467 -2.464467 -1.887104 2.380952 -2.380952
0.860000 2.462742 -2.462742 -1.881664 2.325581 -2.325581
0.880000 2.460975 -2.460975 -1.876096 2.272727 -2.272727
0.900000 2.459167 -2.459167 -1.870400 2.222222 -2.222222
0.920000 2.457316 -2.457316 -1.864576 2.173913 -2.173913
0.940000 2.455423 -2.455423 -1.858624 2.127660 -2.127660
0.960000 2.453487 -2.453487 -1.852544 2.083333 -2.083333
0.980000 2.451510 -2.451510 -1.846336 2.040816 -2.040816
1.000000 2.449490 -2.449490 -1.840000 2.000000 -2.000000
1.020000 2.447427 -2.447427 -1.833536 1.960784 -1.960784
1.040000 2.445322 -2.445322 -1.826944 1.923077 -1.923077
1.060000 2.443174 -2.443174 -1.820224 1.886792 -1.886792
1.080000 2.440983 -2.440983 -1.813376 1.851852 -1.851852
1.100000 2.438750 -2.438750 -1.806400 1.818182 -1.818182
1.120000 2.436473 -2.436473 -1.799296 1.785714 -1.785714
1.140000 2.434153 -2.434153 -1.792064 1.754386 -1.754386
1.160000 2.431789 -2.431789 -1.784704 1.724138 -1.724138
1.180000 2.429383 -2.429383 -1.777216 1.694915 -1.694915
1.200000 2.426932 -2.426932 -1.769600 1.666667 -1.666667
1.220000 2.424438 -2.424438 -1.761856 1.639344 -1.639344
1.240000 2.421900 -2.421900 -1.753984 1.612903 -1.612903
1.260000 2.419318 -2.419318 -1.745984 1.587302 -1.587302
1.280000 2.416692 -2.416692 -1.737856 1.562500 -1.562500
1.300000 2.414022 -2.414022 -1.729600 1.538462 -1.538462
1.320000 2.411307 -2.411307 -1.721216 1.515152 -1.515152
1.340000 2.408547 -2.408547 -1.712704 1.492537 -1.492537
1.360000 2.405743 -2.405743 -1.704064 1.470588 -1.470588
1.380000 2.402894 -2.402894 -1.695296 1.449275 -1.449275
1.400000 2.400000 -2.400000 -1.686400 1.428571 -1.428571
1.420000 2.397061 -2.397061 -1.677376 1.408451 -1.408451
1.440000 2.394076 -2.394076 -1.668224 1.388889 -1.388889
1.460000 2.391046 -2.391046 -1.658944 1.369863 -1.369863
1.480000 2.387970 -2.387970 -1.649536 1.351351 -1.351351
1.500000 2.384848 -2.384848 -1.640000 1.333333 -1.333333
1.520000 2.381680 -2.381680 -1.630336 1.315789 -1.315789
1.540000 2.378466 -2.378466 -1.620544 1.298701 -1.298701
1.560000 2.375205 -2.375205 -1.610624 1.282051 -1.282051
1.580000 2.371898 -2.371898 -1.600576 1.265823 -1.265823
1.600000 2.368544 -2.368544 -1.590400 1.250000 -1.250000
1.620000 2.365143 -2.365143 -1.580096 1.234568 -1.234568
1.640000 2.361694 -2.361694 -1.569664 1.219512 -1.219512
1.660000 2.358198 -2.358198 -1.559104 1.204819 -1.204819
1.680000 2.354655 -2.354655 -1.548416 1.190476 -1.190476
1.700000 2.351064 -2.351064 -1.537600 1.176471 -1.176471
1.720000 2.347424 -2.347424 -1.526656 1.162791 -1.162791
1.740000 2.343736 -2.343736 -1.515584 1.149425 -1.149425
1.760000 2.340000 -2.340000 -1.504384 1.136364 -1.136364
1.780000 2.336215 -2.336215 -1.493056 1.123596 -1.123596
1.800000 2.332381 -2.332381 -1.481600 1.111111 -1.111111
1.820000 2.328497 -2.328497 -1.470016 1.098901 -1.098901
1.840000 2.324564 -2.324564 -1.458304 1.086957 -1.086957
1.860000 2.320582 -2.320582 -1.446464 1.075269 -1.075269
1.880000 2.316549 -2.316549 -1.434496 1.063830 -1.063830
1.900000 2.312466 -2.312466 -1.422400 1.052632 -1.052632
1.920000 2.308333 -2.308333 -1.410176 1.041667 -1.041667
1.940000 2.304148 -2.304148 -1.397824 1.030928 -1.030928
1.960000 2.299913 -2.299913 -1.385344 1.020408 -1.020408
1.980000 2.295626 -2.295626 -1.372736 1.010101 -1.010101
2.000000 2.291288 -2.291288 -1.360000 1.000000 -1.000000
2.020000 2.286897 -2.286897 -1.347136 0.990099 -0.990099
2.040000 2.282455 -2.282455 -1.334144 0.980392 -0.980392
2.060000 2.277960 -2.277960 -1.321024 0.970874 -0.970874
2.080000 2.273412 -2.273412 -1.307776 0.961538 -0.961538
2.100000 2.268810 -2.268810 -1.294400 0.952381 -0.952381
2.120000 2.264155 -2.264155 -1.280896 0.943396 -0.943396
2.140000 2.259447 -2.259447 -1.267264 0.934579 -0.934579
2.160000 2.254684 -2.254684 -1.253504 0.925926 -0.925926
2.180000 2.249867 -2.249867 -1.239616 0.917431 -0.917431
2.200000 2.244994 -2.244994 -1.225600 0.909091 -0.909091
2.220000 2.240067 -2.240067 -1.211456 0.900901 -0.900901
2.240000 2.235084 -2.235084 -1.197184 0.892857 -0.892857
2.260000 2.230045 -2.230045 -1.182784 0.884956 -0.884956
2.280000 2.224949 -2.224949 -1.168256 0.877193 -0.877193
2.300000 2.219797 -2.219797 -1.153600 0.869565 -0.869565
2.320000 2.214588 -2.214588 -1.138816 0.862069 -0.862069
2.340000 2.209321 -2.209321 -1.123904 0.854701 -0.854701
2.360000 2.203996 -2.203996 -1.108864 0.847458 -0.847458
2.380000 2.198613 -2.198613 -1.093696 0.840336 -0.840336
